,id,ftype,image_loc,mask_loc,height,width,area,aeroplane_sum,bicycle_sum,bird_sum,boat_sum,bottle_sum,bus_sum,car_sum,cat_sum,chair_sum,cow_sum,diningtable_sum,dog_sum,horse_sum,motorbike_sum,person_sum,pottedplant_sum,sheep_sum,sofa_sum,train_sum,tvmonitor_sum,background_sum,border_sum,major_label,major_num,aeroplane_prop,bicycle_prop,bird_prop,boat_prop,bottle_prop,bus_prop,car_prop,cat_prop,chair_prop,cow_prop,diningtable_prop,dog_prop,horse_prop,motorbike_prop,person_prop,pottedplant_prop,sheep_prop,sofa_prop,train_prop,tvmonitor_prop,background_prop,border_prop,aeroplane_cnt,bicycle_cnt,bird_cnt,boat_cnt,bottle_cnt,bus_cnt,car_cnt,cat_cnt,chair_cnt,cow_cnt,diningtable_cnt,dog_cnt,horse_cnt,motorbike_cnt,person_cnt,pottedplant_cnt,sheep_cnt,sofa_cnt,train_cnt,tvmonitor_cnt,background_cnt,border_cnt,use_image,cluster_num_16,random_rstate1_fold0,random_rstate1_fold1,random_rstate1_fold2,random_rstate1_fold3,random_rstate1_fold4,skf_prop_rstate1_fold0,skf_prop_rstate1_fold1,skf_prop_rstate1_fold2,skf_prop_rstate1_fold3,skf_prop_rstate1_fold4,skf_major_rstate1_fold0,skf_major_rstate1_fold1,skf_major_rstate1_fold2,skf_major_rstate1_fold3,skf_major_rstate1_fold4,random_rstate2_fold0,random_rstate2_fold1,random_rstate2_fold2,random_rstate2_fold3,random_rstate2_fold4,skf_prop_rstate2_fold0,skf_prop_rstate2_fold1,skf_prop_rstate2_fold2,skf_prop_rstate2_fold3,skf_prop_rstate2_fold4,skf_major_rstate2_fold0,skf_major_rstate2_fold1,skf_major_rstate2_fold2,skf_major_rstate2_fold3,skf_major_rstate2_fold4,random_rstate3_fold0,random_rstate3_fold1,random_rstate3_fold2,random_rstate3_fold3,random_rstate3_fold4,skf_prop_rstate3_fold0,skf_prop_rstate3_fold1,skf_prop_rstate3_fold2,skf_prop_rstate3_fold3,skf_prop_rstate3_fold4,skf_major_rstate3_fold0,skf_major_rstate3_fold1,skf_major_rstate3_fold2,skf_major_rstate3_fold3,skf_major_rstate3_fold4,random_rstate4_fold0,random_rstate4_fold1,random_rstate4_fold2,random_rstate4_fold3,random_rstate4_fold4,skf_prop_rstate4_fold0,skf_prop_rstate4_fold1,skf_prop_rstate4_fold2,skf_prop_rstate4_fold3,skf_prop_rstate4_fold4,skf_major_rstate4_fold0,skf_major_rstate4_fold1,skf_major_rstate4_fold2,skf_major_rstate4_fold3,skf_major_rstate4_fold4,random_rstate5_fold0,random_rstate5_fold1,random_rstate5_fold2,random_rstate5_fold3,random_rstate5_fold4,skf_prop_rstate5_fold0,skf_prop_rstate5_fold1,skf_prop_rstate5_fold2,skf_prop_rstate5_fold3,skf_prop_rstate5_fold4,skf_major_rstate5_fold0,skf_major_rstate5_fold1,skf_major_rstate5_fold2,skf_major_rstate5_fold3,skf_major_rstate5_fold4
522,2008_004583,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_004583.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_004583.png,375,500,187500,0,0,0,0,0,0,0,47317,0,0,0,0,0,0,0,0,0,0,0,0,135265,4918,cat,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2523573333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7214133333333334,0.026229333333333334,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,3,train,train,train,val,train,train,train,train,val,train,train,val,train,train,train,train,val,train,train,train,train,train,train,train,val,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,val,train
523,2008_004588,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_004588.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_004588.png,377,500,188500,0,0,0,0,0,0,0,0,0,0,16806,0,0,0,0,0,0,0,0,0,169334,2360,diningtable,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08915649867374005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8983236074270557,0.012519893899204245,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,0,train,train,train,val,train,train,val,train,train,train,train,train,train,val,train,train,val,train,train,train,val,train,train,train,train,train,train,train,train,val,train,train,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train,val,train,train,train,val,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train,train,val
524,2008_004607,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_004607.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_004607.png,500,400,200000,0,0,0,0,32154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163464,4382,bottle,5,0.0,0.0,0.0,0.0,0.16077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81732,0.02191,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,train,train,train,train,val,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,val,train,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,val,train,train
525,2008_004663,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_004663.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_004663.png,375,500,187500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24785,0,158353,4362,train,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13218666666666667,0.0,0.8445493333333334,0.023264,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,0,val,train,train,train,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,val,train,train,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,train,val,train,train,train,train,train,train,train,val,train,val,train,train,train
526,2008_004750,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_004750.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_004750.png,333,500,166500,0,0,0,3429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156453,6618,boat,4,0.0,0.0,0.0,0.020594594594594593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9396576576576576,0.039747747747747746,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,train,train,train,train,val,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,val,train,train,train,val,train,train,train,train,train,train,train,val,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train
527,2008_004776,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_004776.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_004776.png,375,500,187500,0,0,0,0,0,0,0,0,2818,0,15532,0,0,0,0,0,0,0,0,0,159938,9212,diningtable,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015029333333333334,0.0,0.08283733333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8530026666666667,0.04913066666666667,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,0,train,val,train,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,val,train,train,train,train,train,train,val,train,train,train,train,train,train,val,train,val,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train,train,train,train,val,train
528,2008_004822,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_004822.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_004822.png,375,500,187500,0,0,0,0,0,0,0,0,0,0,0,0,0,36315,0,0,0,0,0,0,145797,5388,motorbike,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19368,0.0,0.0,0.0,0.0,0.0,0.0,0.777584,0.028736,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,5,train,val,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,val,train,val,train,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,val,train,train,train,train,val,train,train,val,train,train,train,val,train,train,train
529,2008_004838,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_004838.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_004838.png,375,500,187500,0,0,0,0,0,0,0,0,0,0,0,0,0,41475,0,0,0,0,0,0,140222,5803,motorbike,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2212,0.0,0.0,0.0,0.0,0.0,0.0,0.7478506666666667,0.030949333333333332,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,5,train,val,train,train,train,val,train,train,train,train,train,train,val,train,train,val,train,train,train,train,val,train,train,train,train,train,train,train,train,val,val,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,train,val,train,train,val,train,train,train,train,train,train,train,train,val,train,val,train,train,train
530,2008_004841,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_004841.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_004841.png,333,500,166500,0,0,0,0,0,0,0,0,0,59316,0,0,0,0,12449,0,0,0,0,0,86672,8063,cow,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35625225225225227,0.0,0.0,0.0,0.0,0.07476876876876877,0.0,0.0,0.0,0.0,0.0,0.5205525525525525,0.048426426426426424,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,8,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,train,val,train,train,train,train,val,train,train,train,val,train,val,train,train,train,train,train,train,train,val,train,train,train,train,val,train,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,val,train,train,train
531,2008_004869,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_004869.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_004869.png,375,500,187500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61337,0,122195,3968,train,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3271306666666667,0.0,0.6517066666666667,0.021162666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,4,val,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,train,val,train,train,train,train,val,train,val,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train,val,train,train,train,train,val,train,val,train,train,train,train,train,train,train,train,val,train,train,train,train,val
532,2008_004892,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_004892.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_004892.png,322,500,161000,0,0,0,0,0,0,0,0,0,0,0,0,33596,0,13657,0,0,0,0,0,83597,30150,horse,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20867080745341615,0.0,0.08482608695652175,0.0,0.0,0.0,0.0,0.0,0.5192360248447205,0.18726708074534162,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,13,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train,val,train,train,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,val,train,train,val,train,train,train,train,val,train,train,train,train,train,train,train,val,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train,val,train,train
533,2008_004911,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_004911.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_004911.png,392,500,196000,0,0,0,0,0,0,0,0,0,0,0,0,19284,0,0,0,0,0,0,0,170050,6666,horse,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09838775510204081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8676020408163265,0.034010204081632654,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,0,train,train,train,val,train,train,train,train,train,val,train,train,val,train,train,train,train,train,val,train,train,val,train,train,train,train,train,val,train,train,train,train,val,train,train,train,val,train,train,train,val,train,train,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,val,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,train
534,2008_004914,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_004914.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_004914.png,500,375,187500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2584,0,183930,986,train,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013781333333333333,0.0,0.98096,0.005258666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,0,val,train,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,train,train,val,val,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,train,val,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,train,val
535,2008_004946,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_004946.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_004946.png,354,500,177000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54094,0,115537,7369,train,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3056158192090396,0.0,0.6527514124293785,0.04163276836158192,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,4,val,train,train,train,train,train,train,train,train,val,val,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,val,train,train,train,val,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,val,train,train,train,val,train,train,train
536,2008_004983,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_004983.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_004983.png,375,500,187500,0,0,0,7740,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,174143,5047,boat,4,0.0,0.0,0.0,0.04128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00304,0.0,0.0,0.0,0.0,0.0,0.9287626666666666,0.026917333333333335,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,0,train,val,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train,train,train,val,train,train
537,2008_005006,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_005006.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_005006.png,500,497,248500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33118,212352,3030,tvmonitor,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13327162977867202,0.8545352112676057,0.012193158953722335,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,0,train,val,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,val,train,val,train,train,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,val,train,train,train,train,val,train,val,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,val
538,2008_005074,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_005074.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_005074.png,274,500,137000,0,0,0,0,0,6505,10352,0,0,0,0,0,0,0,0,0,0,0,0,0,115599,4544,car,7,0.0,0.0,0.0,0.0,0.0,0.047481751824817515,0.07556204379562044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8437883211678832,0.03316788321167883,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,val,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train,train,val,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,train,val,train
539,2008_005196,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_005196.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_005196.png,375,500,187500,0,0,0,0,0,56935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125496,5069,bus,6,0.0,0.0,0.0,0.0,0.0,0.30365333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.669312,0.027034666666666665,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,6,train,train,train,train,val,train,train,val,train,train,train,train,val,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,val,train,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,val
540,2008_005214,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_005214.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_005214.png,333,500,166500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7491,0,0,0,0,151991,7018,pottedplant,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04499099099099099,0.0,0.0,0.0,0.0,0.9128588588588589,0.042150150150150154,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,0,train,train,train,val,train,train,train,val,train,train,train,train,train,train,val,train,val,train,train,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,train,train,val,val,train,train,train,train,train,train,train,train,val,val,train,train,train,train,train,train,val,train,train,train,train,train,val,train
541,2008_005231,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_005231.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_005231.png,500,375,187500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32291,0,0,0,0,13725,133924,7560,person,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17221866666666666,0.0,0.0,0.0,0.0,0.0732,0.7142613333333333,0.04032,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,0,train,val,train,train,train,val,train,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train,val,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,val,train,train,train
542,2008_005266,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_005266.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_005266.png,375,500,187500,0,0,0,0,0,13644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171652,2204,bus,6,0.0,0.0,0.0,0.0,0.0,0.072768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9154773333333334,0.011754666666666667,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,train,train,train,train,val,train,train,val,train,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,val,train,train,val,train,train,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,val,train,train
543,2008_005294,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_005294.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_005294.png,208,360,74880,0,0,0,0,0,0,14748,0,0,0,0,0,0,0,3093,0,0,0,0,0,50311,6728,car,7,0.0,0.0,0.0,0.0,0.0,0.0,0.1969551282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04130608974358974,0.0,0.0,0.0,0.0,0.0,0.6718883547008547,0.08985042735042735,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,9,train,train,train,val,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,val,train,train,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,val,val,train,train,train,train
544,2008_005300,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_005300.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_005300.png,379,500,189500,0,0,0,0,0,0,0,42389,0,0,0,0,0,0,0,0,0,0,0,0,140223,6888,cat,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223688654353562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7399630606860158,0.03634828496042217,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,3,train,train,train,val,train,train,train,val,train,train,train,train,val,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,train,val,train,train,train,train,val,val,train,train,train,train,train,train,train,train,val,val,train,train,train,train,train,train,train,val,train,train,train,val,train,train,train,val,train,train,train,train,train,train,val,train,val,train,train,train,train
545,2008_005321,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_005321.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_005321.png,500,375,187500,0,0,0,29424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152851,5225,boat,4,0.0,0.0,0.0,0.156928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8152053333333333,0.027866666666666668,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,train,train,train,train,val,train,val,train,train,train,train,train,val,train,train,train,val,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,val,train,val,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,val,train
546,2008_005342,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_005342.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_005342.png,375,500,187500,0,0,0,0,3029,0,0,0,1425,0,37659,0,0,0,0,0,0,0,0,7482,120978,16927,diningtable,11,0.0,0.0,0.0,0.0,0.016154666666666668,0.0,0.0,0.0,0.0076,0.0,0.200848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039904,0.645216,0.09027733333333333,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0,val,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,val,train,train,train,val,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train,val,train,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train,val,train,train,train,val,train,train
547,2008_005345,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_005345.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_005345.png,500,333,166500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14181,0,0,0,0,148411,3908,pottedplant,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08517117117117116,0.0,0.0,0.0,0.0,0.8913573573573573,0.02347147147147147,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,0,val,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,val,val,train,train,train,train,val,train,train,train,train
548,2008_005367,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_005367.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_005367.png,375,500,187500,0,0,0,9840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172562,5098,boat,4,0.0,0.0,0.0,0.05248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9203306666666666,0.027189333333333333,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,train,train,val,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train,train,val,train,val,train,train,train,train,train,train,train,val,train,val,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,train,val,train,train,train,train,val,train,val,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train
549,2008_005375,train,./data/VOCdevkit/VOC2012/JPEGImages/2008_005375.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2008_005375.png,371,500,185500,0,0,0,0,0,0,0,0,0,24115,0,0,0,0,0,0,0,0,0,0,155229,6156,cow,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8368140161725067,0.033185983827493264,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,0,train,train,val,train,train,train,train,train,train,val,train,val,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,train,train,val,val,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,val
